,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
1,sequence_51170,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,1,20,1
2,sequence_32130,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,5,1,4,1,16,18,24,3,4,24,0
3,sequence_51136,1,1,3,2,0,2,0,0,0,9,7,5,4,0,12,13,8,4,9,8,12,12,12,13,19,18,6,7
4,sequence_51191,1,2,2,0,3,0,0,0,7,6,7,2,2,9,0,7,5,13,3,11,9,8,7,17,11,7,22,28
5,sequence_51140,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,1,20,1
6,sequence_51149,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,13,7,2,3,5,12,2,1
7,sequence_51181,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,3,14,12,2,1
8,sequence_51159,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,12,2,1
9,sequence_51175,1,1,3,2,0,2,2,2,5,8,1,8,12,3,11,2,10,1,17,17,11,11,23,18,18,25,18,17
10,sequence_51174,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,1,17,3,2,14,8,1,2,1
11,sequence_51169,1,1,0,4,4,4,2,3,3,0,5,0,5,12,9,15,9,11,2,6,20,7,13,16,14,23,26,18
12,sequence_51199,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,3,14,12,2,1
13,sequence_51144,1,2,2,0,0,0,0,0,0,6,7,2,2,2,0,7,5,16,3,11,13,18,22,19,5,7,14,9
14,sequence_51183,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,12,2,1
15,sequence_51157,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,12,19,1
16,sequence_51163,1,1,3,4,4,4,2,5,4,3,1,8,0,3,3,2,7,1,15,17,17,11,2,3,8,12,2,1
17,sequence_51173,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,1,20,1
18,sequence_51168,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,14,14,1,20,1
19,sequence_51171,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,7,6,2,6,17,7,2,3,14,12,2,1
20,sequence_51182,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,14,0,6,15,1,4,3,2,14,8,1,19,13
21,sequence_51131,1,1,0,3,4,5,5,3,3,2,5,9,5,11,9,8,15,12,8,18,19,10,4,7,2,23,3,26
22,sequence_51138,1,1,0,4,4,4,5,3,3,3,5,0,5,11,9,14,0,12,15,18,4,3,4,7,2,3,3,13
23,sequence_51196,1,2,3,2,0,2,0,0,0,9,7,2,2,9,0,7,5,13,0,15,7,8,14,17,11,13,12,21
24,sequence_51202,1,1,3,4,4,4,2,5,4,3,1,8,0,3,9,8,0,1,8,1,4,3,2,3,8,22,2,26
25,sequence_51192,1,2,2,2,0,2,0,0,0,6,7,2,2,2,0,7,5,13,3,11,12,8,7,8,11,7,14,28
26,sequence_51147,1,2,2,2,0,2,0,0,0,9,7,2,2,0,0,7,5,13,3,11,12,19,7,8,19,7,6,7
27,sequence_51151,1,1,3,4,0,4,2,5,4,3,9,0,0,2,3,15,7,16,3,6,13,18,22,19,5,12,2,9
28,sequence_51145,1,2,2,0,0,0,0,0,0,6,7,2,2,9,0,7,5,13,3,11,9,8,7,8,11,7,22,28
29,sequence_51187,1,2,2,2,0,2,0,0,0,6,7,2,2,2,0,7,5,16,3,11,0,18,22,17,10,26,14,10
30,sequence_51148,1,1,0,4,4,4,5,3,3,3,5,0,5,11,9,8,0,12,8,1,4,3,4,7,2,23,3,26
31,sequence_51141,1,1,3,4,4,4,2,5,4,3,9,0,0,12,3,15,0,6,2,6,4,7,2,14,14,1,20,1
32,sequence_51137,1,1,3,2,0,2,0,0,0,9,7,5,4,0,12,13,8,4,9,8,12,12,12,13,17,18,6,7
33,sequence_32151,0,0,1,1,5,1,1,1,1,1,0,1,10,13,14,1,1,5,11,5,1,16,15,5,3,24,23,6
34,sequence_32148,0,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,1,5,1,4,1,2,18,24,3,4,0,6
35,sequence_32117,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,5,11,5,1,16,6,24,3,24,24,6
36,sequence_32141,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,5,11,5,1,16,6,24,3,24,24,0
37,sequence_32124,0,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,1,5,1,4,1,2,18,6,3,4,24,0
38,sequence_32126,0,0,1,1,5,1,1,1,1,1,0,1,10,13,1,1,1,2,11,5,1,16,0,11,3,24,5,22
39,sequence_32127,0,0,1,1,5,1,1,1,1,1,0,1,10,13,1,1,1,5,1,5,1,16,6,24,3,24,5,6
40,sequence_32133,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,5,11,5,1,16,6,24,3,24,24,6
41,sequence_32131,0,0,1,1,5,1,1,1,1,1,0,1,1,13,4,1,1,2,11,0,1,16,16,23,1,0,24,0
42,sequence_32174,0,0,1,1,5,1,1,1,1,1,0,1,10,13,14,1,1,5,11,5,1,16,15,5,3,24,23,6
43,sequence_32114,0,0,1,1,5,1,4,1,1,1,0,1,1,13,1,1,1,2,11,5,1,0,18,1,25,0,24,0
44,sequence_32147,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,5,1,5,1,16,6,24,3,24,24,6
45,sequence_32119,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,5,1,5,1,16,6,24,3,24,24,6
46,sequence_32122,0,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,1,5,1,4,1,2,18,6,3,4,24,0
47,sequence_32125,0,0,1,1,5,1,1,1,1,1,0,1,1,13,1,1,1,2,11,5,1,16,6,24,3,24,24,0
48,sequence_32128,0,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,1,5,1,4,1,2,18,6,3,4,0,6
49,sequence_32129,0,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,1,5,1,4,1,2,18,6,3,4,24,0
50,sequence_32132,0,0,1,1,5,1,1,1,1,1,0,1,1,13,4,1,1,2,11,0,1,16,16,23,1,0,24,0
51,sequence_32167,0,0,1,1,1,6,4,6,6,7,3,7,6,5,8,9,3,7,14,9,6,9,9,12,6,11,21,5
52,sequence_50970,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,4,10,5,3,5,22,1,4,15,9,1,20
53,sequence_51045,1,2,2,0,3,0,6,8,2,10,6,6,9,14,6,11,11,14,18,12,14,5,21,2,24,15,16,23
54,sequence_51003,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
55,sequence_51032,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
56,sequence_51028,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,19,14,18,22,1,4,15,2,1,20
57,sequence_51025,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
58,sequence_51019,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,11,4,15,9,1,2
59,sequence_51017,1,2,2,0,3,0,3,4,7,4,4,3,8,6,5,3,2,10,5,3,5,22,11,4,7,9,1,2
60,sequence_51014,1,1,0,3,2,5,5,8,2,2,2,4,11,7,2,10,13,9,6,2,21,10,8,20,9,21,9,12
61,sequence_50984,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,4,10,5,3,5,22,1,4,15,9,1,20
62,sequence_51054,1,2,0,3,2,5,6,8,2,10,6,6,9,14,6,11,11,14,18,12,14,5,21,2,24,15,16,23
63,sequence_51002,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
64,sequence_51033,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
65,sequence_51027,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,4,10,5,14,5,22,1,4,15,2,1,20
66,sequence_51023,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,2,10,5,3,5,22,1,4,15,9,1,20
67,sequence_51012,1,2,2,0,3,0,3,4,7,4,4,3,8,6,5,3,2,10,5,3,5,22,11,4,15,9,1,2
68,sequence_51018,1,2,2,0,3,0,3,4,7,4,4,3,8,6,5,3,2,3,5,3,5,15,11,4,15,9,1,2
69,sequence_51015,1,2,2,0,3,0,3,4,7,4,4,3,8,6,7,3,4,10,5,3,5,22,1,4,15,2,1,4
70,sequence_50973,1,1,0,3,2,5,5,2,5,8,10,4,3,7,10,4,6,9,10,16,2,17,17,0,22,25,25,17
71,sequence_32112,0,0,1,1,1,6,4,6,6,7,3,7,6,5,4,9,3,7,7,9,16,9,9,1,6,0,7,5
72,sequence_50978,1,1,0,3,2,5,5,3,3,0,10,4,5,8,2,10,9,11,13,13,20,10,13,16,9,23,26,18
73,sequence_32162,0,0,1,1,1,6,4,6,6,7,3,7,6,5,8,9,3,7,14,9,6,21,9,21,6,11,21,5
74,sequence_50995,1,2,2,2,2,2,6,2,2,10,11,6,13,4,6,0,16,18,0,20,15,19,5,2,24,6,12,15
75,sequence_50972,1,2,2,0,3,0,6,8,2,10,6,6,9,14,6,11,4,14,18,12,14,5,21,2,24,15,16,23
76,sequence_32115,0,0,1,1,1,6,4,6,6,7,3,7,6,5,8,9,3,7,14,9,6,21,9,21,6,11,21,5
77,sequence_50979,1,1,0,3,2,5,5,8,3,2,10,4,3,7,2,10,15,17,13,13,2,6,17,9,9,17,9,3
78,sequence_32152,0,0,1,1,1,3,7,7,8,5,8,11,10,10,14,16,14,0,12,7,8,4,15,5,16,14,23,11
