id,label,target,labels,profile
sequence_47777,1,11.0,5-0-1-19,1-5-0-1-19
sequence_47708,2,111.0,23-0-19-12,2-23-0-19-12
sequence_47743,2,63.0,0-0-22-10,2-0-0-22-10
sequence_47674,1,38.0,1-0-11-18,1-1-0-11-18
sequence_47741,1,102.0,17-0-5-3,1-17-0-5-3
sequence_47724,2,48.0,1-0-7-18,2-1-0-7-18
sequence_47683,2,75.0,23-0-19-12,2-23-0-19-12
sequence_47745,1,83.0,0-0-22-10,1-0-0-22-10
sequence_47727,1,45.0,2-0-6-9,1-2-0-6-9
sequence_47779,1,11.0,5-0-1-19,1-5-0-1-19
sequence_47739,2,35.0,20-0-7-18,2-20-0-7-18
sequence_47732,2,30.0,15-0-18-15,2-15-0-18-15
sequence_47666,1,69.0,13-0-13-8,1-13-0-13-8
sequence_47661,0,52.0,4-0-17-14,0-4-0-17-14
sequence_47738,1,55.0,17-0-5-3,1-17-0-5-3
sequence_47714,2,51.0,9-0-21-13,2-9-0-21-13
sequence_47729,1,34.0,11-0-16-19,1-11-0-16-19
sequence_47752,1,67.0,0-0-22-10,1-0-0-22-10
sequence_47702,2,69.0,21-0-11-11,2-21-0-11-11
sequence_47798,1,23.0,10-0-12-2,1-10-0-12-2
sequence_47788,0,5.0,3-0-14-1,0-3-0-14-1
sequence_47806,2,73.0,7-0-3-6,2-7-0-3-6
sequence_47769,2,25.0,20-0-23-6,2-20-0-23-6
sequence_47785,2,25.0,8-0-10-7,2-8-0-10-7
sequence_47676,2,56.0,1-0-7-18,2-1-0-7-18
sequence_47810,1,5.57,6-0-0-0,1-6-0-0-0
sequence_47719,2,66.0,19-0-15-17,2-19-0-15-17
sequence_47737,1,27.0,11-0-16-20,1-11-0-16-20
sequence_47805,1,22.0,22-0-1-19,1-22-0-1-19
sequence_47786,1,18.0,5-0-1-19,1-5-0-1-19
sequence_47688,1,90.0,18-0-2-4,1-18-0-2-4
sequence_47723,2,69.0,19-0-21-17,2-19-0-21-17
sequence_47796,1,20.0,10-0-12-2,1-10-0-12-2
sequence_47783,1,24.5,2-0-6-9,1-2-0-6-9
sequence_47663,1,36.0,13-0-13-8,1-13-0-13-8
sequence_47725,2,57.0,9-0-21-13,2-9-0-21-13
sequence_47764,0,118.0,7-0-3-6,0-7-0-3-6
sequence_47662,1,28.0,2-0-13-9,1-2-0-13-9
sequence_47740,0,158.0,0-0-8-10,0-0-0-8-10
sequence_47694,0,51.0,9-0-9-4,0-9-0-9-4
sequence_47731,2,32.0,15-0-18-15,2-15-0-18-15
sequence_47734,1,110.0,2-0-6-9,1-2-0-6-9
sequence_47791,1,4.0,5-0-1-19,1-5-0-1-19
sequence_47801,1,4.0,6-0-0-0,1-6-0-0-0
sequence_47768,1,17.0,17-0-1-3,1-17-0-1-3
sequence_47755,2,100.0,16-0-20-16,2-16-0-20-16
sequence_47697,2,55.5,12-0-4-5,2-12-0-4-5
sequence_47733,2,25.0,15-0-18-15,2-15-0-18-15
sequence_47735,2,55.0,20-0-7-18,2-20-0-7-18
sequence_47811,1,24.0,2-0-6-9,1-2-0-6-9
sequence_47797,0,27.0,15-0-18-15,0-15-0-18-15
sequence_47770,2,25.0,8-0-10-7,2-8-0-10-7
sequence_47689,1,52.0,18-0-2-4,1-18-0-2-4
sequence_47765,0,118.0,7-0-3-6,0-7-0-3-6
sequence_47760,1,26.0,14-0-0-20,1-14-0-0-20
